   7.3716147916666663e+05   7.3716141666666663e+05   7.3716141666666663e+05   7.3716145833333337e+05   7.3716141666666663e+05   7.3716145833333337e+05   7.3716147916666663e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716145833333337e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716147916666663e+05   7.3716145833333337e+05   7.3716145833333337e+05   7.3716143750000000e+05   7.3716147916666663e+05   7.3716150000000000e+05   7.3716145833333337e+05   7.3716143750000000e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716145833333337e+05   7.3716143750000000e+05   7.3716145833333337e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716150000000000e+05   7.3716150000000000e+05
   7.3716556250000000e+05   7.3716550000000000e+05   7.3716550000000000e+05   7.3716554166666674e+05   7.3716550000000000e+05   7.3716554166666674e+05   7.3716556250000000e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716554166666674e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716556250000000e+05   7.3716554166666674e+05   7.3716554166666674e+05   7.3716552083333337e+05   7.3716556250000000e+05   7.3716558333333337e+05   7.3716554166666674e+05   7.3716552083333337e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716554166666674e+05   7.3716552083333337e+05   7.3716554166666674e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716558333333337e+05   7.3716558333333337e+05
   7.3716653749999998e+05   7.3716647499999998e+05   7.3716647499999998e+05   7.3716651666666672e+05   7.3716647499999998e+05   7.3716651666666672e+05   7.3716653749999998e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716651666666672e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716653749999998e+05   7.3716651666666672e+05   7.3716651666666672e+05   7.3716649583333335e+05   7.3716653749999998e+05   7.3716655833333335e+05   7.3716651666666672e+05   7.3716649583333335e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716651666666672e+05   7.3716649583333335e+05   7.3716651666666672e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716655833333335e+05   7.3716655833333335e+05
   7.3716745833333326e+05   7.3716739583333326e+05   7.3716739583333326e+05   7.3716743750000000e+05   7.3716739583333326e+05   7.3716743750000000e+05   7.3716745833333326e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716743750000000e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716745833333326e+05   7.3716743750000000e+05   7.3716743750000000e+05   7.3716741666666663e+05   7.3716745833333326e+05   7.3716747916666663e+05   7.3716743750000000e+05   7.3716741666666663e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716743750000000e+05   7.3716741666666663e+05   7.3716743750000000e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716747916666663e+05   7.3716747916666663e+05
   7.3716850000000000e+05   7.3716843750000000e+05   7.3716843750000000e+05   7.3716847916666674e+05   7.3716843750000000e+05   7.3716847916666674e+05   7.3716850000000000e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716847916666674e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716850000000000e+05   7.3716847916666674e+05   7.3716847916666674e+05   7.3716845833333337e+05   7.3716850000000000e+05   7.3716852083333337e+05   7.3716847916666674e+05   7.3716845833333337e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716847916666674e+05   7.3716845833333337e+05   7.3716847916666674e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716852083333337e+05   7.3716852083333337e+05
   7.3716947916666663e+05   7.3716941666666663e+05   7.3716941666666663e+05   7.3716945833333337e+05   7.3716941666666663e+05   7.3716945833333337e+05   7.3716947916666663e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716945833333337e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716947916666663e+05   7.3716945833333337e+05   7.3716945833333337e+05   7.3716943750000000e+05   7.3716947916666663e+05   7.3716950000000000e+05   7.3716945833333337e+05   7.3716943750000000e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716945833333337e+05   7.3716943750000000e+05   7.3716945833333337e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716950000000000e+05   7.3716950000000000e+05
   7.3717047916666663e+05   7.3717041666666663e+05   7.3717041666666663e+05   7.3717045833333337e+05   7.3717041666666663e+05   7.3717045833333337e+05   7.3717047916666663e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717045833333337e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717047916666663e+05   7.3717045833333337e+05   7.3717045833333337e+05   7.3717043750000000e+05   7.3717047916666663e+05   7.3717050000000000e+05   7.3717045833333337e+05   7.3717043750000000e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717045833333337e+05   7.3717043750000000e+05   7.3717045833333337e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717050000000000e+05   7.3717050000000000e+05
   7.3717152083333326e+05   7.3717145833333326e+05   7.3717145833333326e+05   7.3717150000000000e+05   7.3717145833333326e+05   7.3717150000000000e+05   7.3717152083333326e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717150000000000e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717152083333326e+05   7.3717150000000000e+05   7.3717150000000000e+05   7.3717147916666663e+05   7.3717152083333326e+05   7.3717154166666663e+05   7.3717150000000000e+05   7.3717147916666663e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717150000000000e+05   7.3717147916666663e+05   7.3717150000000000e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717154166666663e+05   7.3717154166666663e+05
   7.3717256250000000e+05   7.3717250000000000e+05   7.3717250000000000e+05   7.3717254166666674e+05   7.3717250000000000e+05   7.3717254166666674e+05   7.3717256250000000e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717254166666674e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717256250000000e+05   7.3717254166666674e+05   7.3717254166666674e+05   7.3717252083333337e+05   7.3717256250000000e+05   7.3717258333333337e+05   7.3717254166666674e+05   7.3717252083333337e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717254166666674e+05   7.3717252083333337e+05   7.3717254166666674e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717258333333337e+05   7.3717258333333337e+05
   7.3717956250000000e+05   7.3717950000000000e+05   7.3717950000000000e+05   7.3717954166666674e+05   7.3717950000000000e+05   7.3717954166666674e+05   7.3717956250000000e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717954166666674e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717956250000000e+05   7.3717954166666674e+05   7.3717954166666674e+05   7.3717952083333337e+05   7.3717956250000000e+05   7.3717958333333337e+05   7.3717954166666674e+05   7.3717952083333337e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717954166666674e+05   7.3717952083333337e+05   7.3717954166666674e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717958333333337e+05   7.3717958333333337e+05
