   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06   5.3012917941612657e+06
